doc,authors,institution,language,status_article,pages,year,date,country,city,latitud,longitud
25515,Lilian Ribeiro Mendes Paiva,Universidade Federal de Uberlândia - UFU,pt_BR,Published,20,2012,2012-01-24 21:27:33,Brazil,Uberlandia,-189.188.041,-482.767.837
82412,Gina Maira Barbosa de Oliveira,Universidade Federal de Uberlândia - UFU,en_US,Published,14,2018,2018-04-30 01:04:13,Brazil,Uberlandia,-189.188.041,-482.767.837
19730,Fabiano Azevedo Dorça,Universidade Federal de Uberlândia - UFU,pt_BR,Published,26,2011,2011-04-13 17:38:47,Brazil,Uberlandia,-189.188.041,-482.767.837
56498,Tácito Trindade de Araújo Tiburtino Neves,Universidade Federal de Viçosa - UFV,pt_BR,Published,30,2015,2015-06-16 23:31:35,Brazil,Vicosa,-207.538.586,-428.815.888
65827,Gustavo de Paula Avelar,Universidade Federal de Viçosa - UFV,pt_BR,Published,28,2016,2016-06-28 20:32:00,Brazil,Vicosa,-207.538.586,-428.815.888
12943,Cassio Polpo de Campos,IDISIA,pt_BR,Published,14,2010,2010-04-22 18:42:57,Suiça,Viganello,460.133.003,89.674.303
5961,Gladimir V. G. Baranoski,Universidade de Waterloo - UW,pt_BR,Published,29,2008,2008-09-18 18:04:15,Belgica,Waterloo,42.498.275,-923.328.743
12509,Toacy Oliveira,University of Waterloo - UW,pt_BR,Published,3,2010,2010-03-21 11:40:59,Belgica,Waterloo,42.498.275,-923.328.743
56437,Gladimir Baranoski,Universidade de Waterloo - UW,en_US,Published,29,2015,2015-06-16 15:48:00,Belgica,Waterloo,42.498.275,-923.328.743
5961,Aravind Krishnaswamy,Universidade de Waterloo - UW,pt_BR,Published,29,2008,2008-09-18 18:04:15,Belgica,Waterloo,42.498.275,-923.328.743
