doc,authors,institution,language,status_article,pages,year,date,country,city,latitud,longitud
74992,Paulo André Lima de Castro,Instituto Tecnológico de Aeronáutica - ITA,pt_BR,Published,15,2017,2017-07-14 15:01:20,Brazil,Sao Jose dos Campos,-231.867.782,-458.854.538
36371,Luciano Vieira Dutra,Instituto Nacional de Pesquisas Espaciais – INPE,pt_BR,Published,23,2012,2012-12-16 18:08:47,Brazil,Sao Jose dos Campos,-231.867.782,-458.854.538
10385,Marinalva Dias Soares,Instituto Nacional de Pesquisas Espaciais - INPE,pt_BR,Published,17,2009,2009-09-29 21:12:15,Brazil,Sao Jose dos Campos,-231.867.782,-458.854.538
92117,Vítor Kehl Matter,Universidade do Vale do Rio dos Sinos - UNISINOS,en_US,Published,14,2019,2019-04-23 15:51:54,Brazil,Sao Leopoldo,-297.544.405,-511.516.497
92117,Jorge Luis Victória Barbosa,Universidade do Vale do Rio dos Sinos - UNISINOS,en_US,Published,14,2019,2019-04-23 15:51:54,Brazil,Sao Leopoldo,-297.544.405,-511.516.497
92117,Fábio Viegas,Universidade do Vale do Rio dos Sinos - UNISINOS,en_US,Published,14,2019,2019-04-23 15:51:54,Brazil,Sao Leopoldo,-297.544.405,-511.516.497
92117,Christian Moreira Matos,Universidade do Vale do Rio dos Sinos - UNISINOS,en_US,Published,14,2019,2019-04-23 15:51:54,Brazil,Sao Leopoldo,-297.544.405,-511.516.497
25948,Pablo Dall'Oglio,Universidade do Vale do Rio dos Sinos - UNISINOS,pt_BR,Published,17,2012,2012-02-14 14:31:54,Brazil,Sao Leopoldo,-297.544.405,-511.516.497
92117,Márcio Garcia Martins,Universidade do Vale do Rio dos Sinos - UNISINOS,en_US,Published,14,2019,2019-04-23 15:51:54,Brazil,Sao Leopoldo,-297.544.405,-511.516.497
92117,João Elison Da Rosa Tavares,Universidade do Vale do Rio dos Sinos - UNISINOS,en_US,Published,14,2019,2019-04-23 15:51:54,Brazil,Sao Leopoldo,-297.544.405,-511.516.497
25948,Sérgio Crespo Coelho da Silva Pinto,Universidade do Vale do Rio dos Sinos - UNISINOS,pt_BR,Published,17,2012,2012-02-14 14:31:54,Brazil,Sao Leopoldo,-297.544.405,-511.516.497
121388,Guilherme Bonfim Sousa,Universidade Estadual do Maranhão - UEMA,en_US,Published,14,2022,2022-01-05 23:57:10,Brazil,Sao Luis,-25.295.265,-442.963.942
121388,Joelson Miller Bezerra de Souza,Universidade Estadual do Maranhão - UEMA,en_US,Published,14,2022,2022-01-05 23:57:10,Brazil,Sao Luis,-25.295.265,-442.963.942
121388,Patrícia Helena Moraes Rêgo,Universidade Estadual do Maranhão - UEMA,en_US,Published,14,2022,2022-01-05 23:57:10,Brazil,Sao Luis,-25.295.265,-442.963.942
53120,Leandro L. C. de Souza,Instituto Federal do Maranhão - IFMA,pt_BR,Published,14,2015,2015-01-28 12:58:11,Brazil,Sao Luis,-25.295.265,-442.963.942
121388,Janes Valdo Rodrigues Lima,Universidade Estadual do Maranhão - UEMA,en_US,Published,14,2022,2022-01-05 23:57:10,Brazil,Sao Luis,-25.295.265,-442.963.942
6025,Agma Traina,Universidade de São Paulo - USP,pt_BR,Published,1,2008,2008-09-24 17:10:38,Brazil,Sao Paulo,-235.506.507,-466.333.824
21506,André Hahn Pereira,Universidade de São Paulo - USP,pt_BR,Published,21,2011,2011-07-15 17:21:46,Brazil,Sao Paulo,-235.506.507,-466.333.824
5692,Liu Chiao Yi,Universidade Federal de São Paulo - UNIFESP,pt_BR,Published,16,2008,2008-08-31 14:57:56,Brazil,Sao Paulo,-235.506.507,-466.333.824
56498,Samuel G. Fadel,Universidade de São Paulo - USP,pt_BR,Published,30,2015,2015-06-16 23:31:35,Brazil,Sao Paulo,-235.506.507,-466.333.824
21506,Luis Gustavo Nardin,Universidade de São Paulo - USP,pt_BR,Published,21,2011,2011-07-15 17:21:46,Brazil,Sao Paulo,-235.506.507,-466.333.824
5692,Ivan Torres Pisa,Universidade Federal de São Paulo - UNIFESP,pt_BR,Published,16,2008,2008-08-31 14:57:56,Brazil,Sao Paulo,-235.506.507,-466.333.824
7015,Maria das Graças Volpe Nunes,Universidade de São Paulo - USP,pt_BR,Published,21,2008,2008-12-02 08:40:37,Brazil,Sao Paulo,-235.506.507,-466.333.824
5692,Shirley Shizue Nagata Pignatari,Universidade Federal de São Paulo - UNIFESP,pt_BR,Published,16,2008,2008-08-31 14:57:56,Brazil,Sao Paulo,-235.506.507,-466.333.824
6016,Carlos E. Thomaz,Fundação Educacional Inaciana Padre Sabóia de Medeiros - FEI,pt_BR,Published,32,2008,2008-09-24 11:04:29,Brazil,Sao Paulo,-235.506.507,-466.333.824
11477,Maurício Marengoni,Universidade Presbiteriana Mackenzie,pt_BR,Published,35,2009,2009-11-24 18:12:41,Brazil,Sao Paulo,-235.506.507,-466.333.824
5692,Felipe Mancini,Universidade Federal de São Paulo - UNIFESP,pt_BR,Published,16,2008,2008-08-31 14:57:56,Brazil,Sao Paulo,-235.506.507,-466.333.824
124564,Ivan Nunes da Silva,Universidade de São Paulo - USP,en_US,Published,7,2022,2022-05-16 20:23:46,Brazil,Sao Paulo,-235.506.507,-466.333.824
84814,Priscilla Koch Wagner,Universidade de São Paulo - USP,en_US,Published,10,2018,2018-07-15 09:38:08,Brazil,Sao Paulo,-235.506.507,-466.333.824
12669,Jefferson Teixeira,Universidade de São Paulo - USP,pt_BR,Published,18,2010,2010-04-06 23:11:43,Brazil,Sao Paulo,-235.506.507,-466.333.824
11467,Alex Esteves Jaccoud Falcão,Universidade Federal de São Paulo - UNIFESP,pt_BR,Published,15,2009,2009-11-24 17:25:49,Brazil,Sao Paulo,-235.506.507,-466.333.824
5690,André C. P. L. F. de Carvalho,Universidade de São Paulo - USP,pt_BR,Published,24,2008,2008-08-31 12:17:31,Brazil,Sao Paulo,-235.506.507,-466.333.824
118372,Raphael Rocha da Silva,Universidade de São Paulo - USP,en_US,Published,23,2021,2021-09-14 10:41:15,Brazil,Sao Paulo,-235.506.507,-466.333.824
7015,Thiago Alexandre Salgueiro Pardo,Universidade de São Paulo - USP,pt_BR,Published,21,2008,2008-12-02 08:40:37,Brazil,Sao Paulo,-235.506.507,-466.333.824
8263,Romero Tori,Centro Universitário Senac - SP,pt_BR,Published,27,2009,2009-04-09 11:54:43,Brazil,Sao Paulo,-235.506.507,-466.333.824
12669,Yuri Saito,Universidade de São Paulo - USP,pt_BR,Published,18,2010,2010-04-06 23:11:43,Brazil,Sao Paulo,-235.506.507,-466.333.824
11631,Rodrigo Fernandes de Mello,Universidade de São Paulo - USP,pt_BR,Published,21,2009,2009-12-14 11:33:27,Brazil,Sao Paulo,-235.506.507,-466.333.824
6016,Paulo S. Rodrigues,Fundação Educacional Inaciana Padre Sabóia de Medeiros - FEI,pt_BR,Published,32,2008,2008-09-24 11:04:29,Brazil,Sao Paulo,-235.506.507,-466.333.824
65538,Petterson Vinícius Pramiu,Universidade de São Paulo - USP,pt_BR,Published,23,2016,2016-06-16 09:08:58,Brazil,Sao Paulo,-235.506.507,-466.333.824
5692,Antonio Carlos Roque,Universidade de São Paulo - USP,pt_BR,Published,16,2008,2008-08-31 14:57:56,Brazil,Sao Paulo,-235.506.507,-466.333.824
90822,Isvani Inocencio Frías Blanco,LexisNexis Risk Solutions,en_US,Published,11,2019,2019-03-10 22:55:24,Brazil,Sao Paulo,-235.506.507,-466.333.824
60234,Décio Brunoni,Universidade Federal de São Paulo – Unifesp,pt_BR,Published,23,2015,2015-11-23 00:45:26,Brazil,Sao Paulo,-235.506.507,-466.333.824
11467,Ivan Torres Pisa,Universidade Federal de São Paulo - UNIFESP,pt_BR,Published,15,2009,2009-11-24 17:25:49,Brazil,Sao Paulo,-235.506.507,-466.333.824
9644,Lilian Tais de Gouveia,Unviersidade de São Paulo - USP,pt_BR,Published,20,2009,2009-08-03 14:37:19,Brazil,Sao Paulo,-235.506.507,-466.333.824
84814,Caio Rafael do Nascimento Santiago,Universidade de São Paulo - USP,en_US,Published,10,2018,2018-07-15 09:38:08,Brazil,Sao Paulo,-235.506.507,-466.333.824
75048,Luciano Antonio Digiampietri,Universidade de São Paulo - USP,en_US,Published,8,2017,2017-07-17 19:16:32,Brazil,Sao Paulo,-235.506.507,-466.333.824
8263,Fábio R. de Miranda,Centro Universitário Senac - SP,pt_BR,Published,27,2009,2009-04-09 11:54:43,Brazil,Sao Paulo,-235.506.507,-466.333.824
6016,Edson C. Kitani,Universidade de São Paulo - USP,pt_BR,Published,32,2008,2008-09-24 11:04:29,Brazil,Sao Paulo,-235.506.507,-466.333.824
11296,Fátima Nunes,Universidade de São Paulo - USP,pt_BR,Published,28,2009,2009-11-08 21:01:49,Brazil,Sao Paulo,-235.506.507,-466.333.824
56498,Fernando Vieira Paulovich,Universidade de São Paulo - USP,pt_BR,Published,30,2015,2015-06-16 23:31:35,Brazil,Sao Paulo,-235.506.507,-466.333.824
8263,Lucas P. Trias,Centro Universitário Senac - SP,pt_BR,Published,27,2009,2009-04-09 11:54:43,Brazil,Sao Paulo,-235.506.507,-466.333.824
84814,Luciano Antonio Digiampietri,Universidade de São Paulo - USP,en_US,Published,10,2018,2018-07-15 09:38:08,Brazil,Sao Paulo,-235.506.507,-466.333.824
12669,Antônio Carlos dos Santos,Universidade de São Paulo - USP,pt_BR,Published,18,2010,2010-04-06 23:11:43,Brazil,Sao Paulo,-235.506.507,-466.333.824
11631,Marcelo Keese Albertini,Universidade de São Paulo - USP,pt_BR,Published,21,2009,2009-12-14 11:33:27,Brazil,Sao Paulo,-235.506.507,-466.333.824
84814,Geraldo José Santos-Júnior,Universidade de São Paulo - USP,en_US,Published,10,2018,2018-07-15 09:38:08,Brazil,Sao Paulo,-235.506.507,-466.333.824
84814,Giovani Sousa-Leite,Universidade de São Paulo - USP,en_US,Published,10,2018,2018-07-15 09:38:08,Brazil,Sao Paulo,-235.506.507,-466.333.824
25070,Rodrigo F. de Mello,Universidade de São Paulo - USP,pt_BR,Published,23,2011,2011-12-29 11:46:39,Brazil,Sao Paulo,-235.506.507,-466.333.824
60234,Rodrigo Ambrósio Fock,Instituto de Psiquiatria da FMUSP,pt_BR,Published,23,2015,2015-11-23 00:45:26,Brazil,Sao Paulo,-235.506.507,-466.333.824
75048,Adilson Lopes Khouri,Universidade de São Paulo - USP,en_US,Published,8,2017,2017-07-17 19:16:32,Brazil,Sao Paulo,-235.506.507,-466.333.824
26629,Ivandre Paraboni,Universidade de São Paulo - USP,pt_BR,Published,17,2012,2012-03-22 12:36:50,Brazil,Sao Paulo,-235.506.507,-466.333.824
21506,Jaime Simão Sichman,Universidade de São Paulo - USP,pt_BR,Published,21,2011,2011-07-15 17:21:46,Brazil,Sao Paulo,-235.506.507,-466.333.824
12643,Roberto Sadao Yokoyama,Universidade de São Paulo - USP,pt_BR,Published,20,2010,2010-03-31 17:38:12,Brazil,Sao Paulo,-235.506.507,-466.333.824
59104,Thiago Alexandre Salgueiro Pardo,Universidade de São Paulo - USP,en_US,Published,28,2015,2015-10-04 22:29:39,Brazil,Sao Paulo,-235.506.507,-466.333.824
94845,Luís Gustavo Ludescher,Universidade de São Paulo - USP,en_US,Published,10,2019,2019-07-25 18:34:42,Brazil,Sao Paulo,-235.506.507,-466.333.824
12669,Paulo M. de Azevedo Marques,Universidade de São Paulo - USP,pt_BR,Published,18,2010,2010-04-06 23:11:43,Brazil,Sao Paulo,-235.506.507,-466.333.824
5979,Paulo César Masiero,Universidade de São Paulo - USP,pt_BR,Published,11,2008,2008-09-20 20:44:41,Brazil,Sao Paulo,-235.506.507,-466.333.824
23471,Jônatas Correa Araújo,Universidade de São Paulo - USP,pt_BR,Published,16,2011,2011-10-03 12:50:55,Brazil,Sao Paulo,-235.506.507,-466.333.824
23471,José de Jésus Pérez Alcázar,Universidade de São Paulo - USP,pt_BR,Published,16,2011,2011-10-03 12:50:55,Brazil,Sao Paulo,-235.506.507,-466.333.824
60234,Helena Paula Brentani,Universidade de São Paulo - USP,pt_BR,Published,23,2015,2015-11-23 00:45:26,Brazil,Sao Paulo,-235.506.507,-466.333.824
74992,Ronald Annoni Junior,Raifa Sistems Inteligentes,pt_BR,Published,15,2017,2017-07-14 15:01:20,Brazil,Sao Paulo,-235.506.507,-466.333.824
26629,Eder Miranda de Novais,Universidade de São Paulo - USP,pt_BR,Published,17,2012,2012-03-22 12:36:50,Brazil,Sao Paulo,-235.506.507,-466.333.824
64206,Yule Vaz,Universidade de São Paulo - USP,pt_BR,Published,27,2016,2016-04-20 12:53:54,Brazil,Sao Paulo,-235.506.507,-466.333.824
60234,Fátima Lourdes Santos Nunes,Universidade de São Paulo - USP,pt_BR,Published,23,2015,2015-11-23 00:45:26,Brazil,Sao Paulo,-235.506.507,-466.333.824
12643,Renato Ramos da Silva,Universidade de São Paulo - USP,pt_BR,Published,20,2010,2010-03-31 17:38:12,Brazil,Sao Paulo,-235.506.507,-466.333.824
12119,Josceli Maria Tenório,Universidade Federal de São Paulo - UNIFESP,pt_BR,Published,10,2010,2010-02-20 15:20:50,Brazil,Sao Paulo,-235.506.507,-466.333.824
7016,André C. P. L. F. de Carvalho,Universidade de São Paulo - USP,pt_BR,Published,21,2008,2008-12-02 09:00:11,Brazil,Sao Paulo,-235.506.507,-466.333.824
80557,Daniel Marques Gomes Morais,"Instituto Federal de Educação, Ciência e Tecnologia de São Paulo - IFSP",pt_BR,Published,22,2018,2018-02-25 20:13:41,Brazil,Sao Paulo,-235.506.507,-466.333.824
5979,Valter Vieira de Camargo,Universidade de São Paulo - USP,pt_BR,Published,11,2008,2008-09-20 20:44:41,Brazil,Sao Paulo,-235.506.507,-466.333.824
5979,André Dantas Rocha,Universidade de São Paulo - USP,pt_BR,Published,11,2008,2008-09-20 20:44:41,Brazil,Sao Paulo,-235.506.507,-466.333.824
94845,Jaime Simão Sichman,Universidade de São Paulo - USP,en_US,Published,10,2019,2019-07-25 18:34:42,Brazil,Sao Paulo,-235.506.507,-466.333.824
84814,Vivian Mayumi Yamassaki Pereira,Universidade de São Paulo - USP,en_US,Published,10,2018,2018-07-15 09:38:08,Brazil,Sao Paulo,-235.506.507,-466.333.824
25070,Cássio Martini Martins Pereira,Universidade de São Paulo - USP,pt_BR,Published,23,2011,2011-12-29 11:46:39,Brazil,Sao Paulo,-235.506.507,-466.333.824
60234,Ariane Machado Lima,Universidade de São Paulo - USP,pt_BR,Published,23,2015,2015-11-23 00:45:26,Brazil,Sao Paulo,-235.506.507,-466.333.824
74992,Jaime Simão Sichman,Universidade de São Paulo - USP,pt_BR,Published,15,2017,2017-07-14 15:01:20,Brazil,Sao Paulo,-235.506.507,-466.333.824
11477,Stringhini Stringhini,Universidade Presbiteriana Mackenzie,pt_BR,Published,35,2009,2009-11-24 18:12:41,Brazil,Sao Paulo,-235.506.507,-466.333.824
89063,Alexandra Katiuska Ramos Diaz,Universidade de São Paulo - USP,en_US,Published,36,2018,2018-12-18 15:35:52,Brazil,Sao Paulo,-235.506.507,-466.333.824
25965,Alessandro Nakamuta,Universidade de São Paulo - USP,pt_BR,Published,18,2012,2012-02-15 08:14:17,Brazil,Sao Paulo,-235.506.507,-466.333.824
59104,Rafael Ribaldo,Universidade de São Paulo - USP,en_US,Published,28,2015,2015-10-04 22:29:39,Brazil,Sao Paulo,-235.506.507,-466.333.824
12669,Andre P.L.F. de Carvalho,Universidade de São Paulo - USP,pt_BR,Published,18,2010,2010-04-06 23:11:43,Brazil,Sao Paulo,-235.506.507,-466.333.824
56498,Danilo Barbosa Coimbra,Universidade de São Paulo - USP,pt_BR,Published,30,2015,2015-06-16 23:31:35,Brazil,Sao Paulo,-235.506.507,-466.333.824
12119,Vera Lúcia Sdepanian,Universidade Federal de São Paulo - UNIFESP,pt_BR,Published,10,2010,2010-02-20 15:20:50,Brazil,Sao Paulo,-235.506.507,-466.333.824
12119,Ivan Torres Pisa,Universidade Federal de São Paulo - UNIFESP,pt_BR,Published,10,2010,2010-02-20 15:20:50,Brazil,Sao Paulo,-235.506.507,-466.333.824
108126,Alexandra Virgínia Valente da Silva,Universidade de São Paulo - USP,en_US,Published,23,2020,2020-10-04 23:10:13,Brazil,Sao Paulo,-235.506.507,-466.333.824
60234,Samuel Portela Carvalho,Universidade de São Paulo - USP,pt_BR,Published,23,2015,2015-11-23 00:45:26,Brazil,Sao Paulo,-235.506.507,-466.333.824
23471,Caio Rafael Nascimento Santiago,Universidade de São Paulo - USP,pt_BR,Published,16,2011,2011-10-03 12:50:55,Brazil,Sao Paulo,-235.506.507,-466.333.824
23471,Éric Hainer Ostroski,Universidade de São Paulo - USP,pt_BR,Published,16,2011,2011-10-03 12:50:55,Brazil,Sao Paulo,-235.506.507,-466.333.824
12119,Frederico Molina Cohrs,Universidade Federal de São Paulo - UNIFESP,pt_BR,Published,10,2010,2010-02-20 15:20:50,Brazil,Sao Paulo,-235.506.507,-466.333.824
13764,Sarajane Marques Peres,Universidade de São Paulo - USP,pt_BR,Published,43,2010,2010-06-12 22:39:44,Brazil,Sao Paulo,-235.506.507,-466.333.824
26629,Douglas Fernandes Pereira da Silva Junior,Universidade de São Paulo - USP,pt_BR,Published,17,2012,2012-03-22 12:36:50,Brazil,Sao Paulo,-235.506.507,-466.333.824
89063,Sarajane Marques Peres,Universidade de São Paulo - USP,en_US,Published,36,2018,2018-12-18 15:35:52,Brazil,Sao Paulo,-235.506.507,-466.333.824
11467,Eliane Colepícolo,Universidade Federal de São Paulo - UNIFESP,pt_BR,Published,15,2009,2009-11-24 17:25:49,Brazil,Sao Paulo,-235.506.507,-466.333.824
26296,Roseli Aparecida Francelin Romero,Universidade de São Paulo - USP,pt_BR,Published,18,2012,2012-03-08 16:03:38,Brazil,Sao Paulo,-235.506.507,-466.333.824
126544,Luiz Eduardo Galvão Martins,Universidade de São Paulo - USP,en_US,Published,13,2022,2022-08-14 15:57:54,Brazil,Sao Paulo,-235.506.507,-466.333.824
25965,Lourenço Alves Pereira Jr,Universidade de São Paulo - USP,pt_BR,Published,18,2012,2012-02-15 08:14:17,Brazil,Sao Paulo,-235.506.507,-466.333.824
99849,Solange Oliveira Rezende,Universidade de São Paulo - USP,en_US,Published,9,2020,2020-01-24 12:16:21,Brazil,Sao Paulo,-235.506.507,-466.333.824
126544,Lilandra Maria de Oliveira,Universidade de São Paulo - USP,en_US,Published,13,2022,2022-08-14 15:57:54,Brazil,Sao Paulo,-235.506.507,-466.333.824
23471,Luciano Antonio Digiampietri,Universidade de São Paulo - USP,pt_BR,Published,16,2011,2011-10-03 12:50:55,Brazil,Sao Paulo,-235.506.507,-466.333.824
11631,Matheus Lorenzo dos Santos,Universidade de São Paulo - USP,pt_BR,Published,21,2009,2009-12-14 11:33:27,Brazil,Sao Paulo,-235.506.507,-466.333.824
8263,Cláudio E. S. Bueno,Centro Universitário Senac - SP,pt_BR,Published,27,2009,2009-04-09 11:54:43,Brazil,Sao Paulo,-235.506.507,-466.333.824
64206,Rodrigo Fernandes de Mello,Universidade de São Paulo - USP,pt_BR,Published,27,2016,2016-04-20 12:53:54,Brazil,Sao Paulo,-235.506.507,-466.333.824
12119,Heimar de Fátima Marin,Universidade Federal de São Paulo - UNIFESP,pt_BR,Published,10,2010,2010-02-20 15:20:50,Brazil,Sao Paulo,-235.506.507,-466.333.824
118372,Thiago Alexandre Salgueiro Pardo,Universidade de São Paulo - USP,en_US,Published,23,2021,2021-09-14 10:41:15,Brazil,Sao Paulo,-235.506.507,-466.333.824
26296,Murillo Rehder Batista,Universidade de São Paulo - USP,pt_BR,Published,18,2012,2012-03-08 16:03:38,Brazil,Sao Paulo,-235.506.507,-466.333.824
80557,Luciano Antonio Digiampietri,Universidade de São Paulo - USP,pt_BR,Published,22,2018,2018-02-25 20:13:41,Brazil,Sao Paulo,-235.506.507,-466.333.824
11467,Edson Takashi Matsubara,Universidade de São Paulo - USP,pt_BR,Published,15,2009,2009-11-24 17:25:49,Brazil,Sao Paulo,-235.506.507,-466.333.824
25965,Francisco José Monaco,Universidade de São Paulo - USP,pt_BR,Published,18,2012,2012-02-15 08:14:17,Brazil,Sao Paulo,-235.506.507,-466.333.824
126309,Marcelo Morandini,Universidade de São Paulo - USP,en_US,Published,17,2022,2022-07-31 15:02:02,Brazil,Sao Paulo,-235.506.507,-466.333.824
56384,Marcelo Panaro Zamith,Universidade Federal Rural do Rio de Janeiro - UFRRJ,en_US,Published,24,2015,2015-08-18 07:08:35,Brazil,Seropedica,-227.438.887,-436.991.998
25876,André Luiz de Castro Leal,Universidade Federal Rural do Rio de Janeiro - UFRRJ,pt_BR,Published,27,2012,2012-02-09 21:05:39,Brazil,Seropedica,-227.438.887,-436.991.998
56368,André Luiz de Castro Leal,Universidade Federal Rural do Rio de Janeiro - UFRRJ,pt_BR,Published,42,2015,2015-06-11 13:39:47,Brazil,Seropedica,-227.438.887,-436.991.998
99849,Jâina Carolina Meneses Calçada,Universidade Estadual Vale do Acaraú - UVA,en_US,Published,9,2020,2020-01-24 12:16:21,Brazil,Sobral,-36.879.135,-403.456.372
11469,Káthia Marçal de Oliveira,Universidade Catolica de Brasilia - UCB,pt_BR,Published,23,2009,2009-11-24 17:40:31,Brazil,Taguatinga,-12.402.404,-464.365.769
11469,Nicolas Anquetil,Universidade Catolica de Brasilia - UCB,pt_BR,Published,23,2009,2009-11-24 17:40:31,Brazil,Taguatinga,-12.402.404,-464.365.769
6586,Kathia Marçal de Oliveira,Universidade Catolica de Brasilia - UCB,pt_BR,Published,23,2008,2008-11-06 12:56:02,Brazil,Taguatinga,-12.402.404,-464.365.769
11469,André Luiz Pimentel Queiroz,Universidade Catolica de Brasilia - UCB,pt_BR,Published,23,2009,2009-11-24 17:40:31,Brazil,Taguatinga,-12.402.404,-464.365.769
104342,Luan Luiz Gonçalves,Universidade Federal de São João del-Rei - UFSJ,en_US,Published,12,2020,2020-06-15 23:55:50,Brazil,Teresina,-50.874.608,-428.049.571
91414,Aline Montenegro Leal Silva,Universidade Federal do Piaui - UFPI,en_US,Published,13,2019,2019-03-28 15:59:32,Brazil,Teresina,-50.874.608,-428.049.571
104342,Flávio Luiz Schiavoni,Universidade Federal de São João del-Rei - UFSJ,en_US,Published,12,2020,2020-06-15 23:55:50,Brazil,Teresina,-50.874.608,-428.049.571
10082,Ismayle Sousa Santos,Universidade Federal do Piaui - UFPI,pt_BR,Published,18,2009,2009-09-14 13:51:34,Brazil,Teresina,-50.874.608,-428.049.571
91414,Francisco Imperes Filho,Universidade Federal do Piauí - UFPI,en_US,Published,13,2019,2019-03-28 15:59:32,Brazil,Teresina,-50.874.608,-428.049.571
91414,Rodrigo de Melo Souza Veras,Universidade Federal do Piaui - UFPI,en_US,Published,13,2019,2019-03-28 15:59:32,Brazil,Teresina,-50.874.608,-428.049.571
76387,Leonardo Pereira Sousa,Universidade Federal do Piaui - UFPI,pt_BR,Published,7,2017,2017-09-10 19:32:08,Brazil,Teresina,-50.874.608,-428.049.571
99849,Joan Davi Santos Silva,Universidade Estadual do Piauí - UESPI,en_US,Published,9,2020,2020-01-24 12:16:21,Brazil,Teresina,-50.874.608,-428.049.571
76387,Maíla Lima Claro,Universidade Federal do Piaui - UFPI,pt_BR,Published,7,2017,2017-09-10 19:32:08,Brazil,Teresina,-50.874.608,-428.049.571
76387,Luis Henrique Silva Vogado,Universidade Federal do Piaui - UFPI,pt_BR,Published,7,2017,2017-09-10 19:32:08,Brazil,Teresina,-50.874.608,-428.049.571
10082,Pedro Alcântara Santos Neto,Universidade Federal do Piaui - UFPI,pt_BR,Published,18,2009,2009-09-14 13:51:34,Brazil,Teresina,-50.874.608,-428.049.571
91414,Kelson Romulo Teixeira Aires,Universidade Federal do Piaui - UFPI,en_US,Published,13,2019,2019-03-28 15:59:32,Brazil,Teresina,-50.874.608,-428.049.571
99849,Dario Brito Calçada,Universidade Estadual do Piauí - UESPI,en_US,Published,9,2020,2020-01-24 12:16:21,Brazil,Teresina,-50.874.608,-428.049.571
76387,Rodrigo de Melo Souza Veras,Universidade Federal do Piaui - UFPI,pt_BR,Published,7,2017,2017-09-10 19:32:08,Brazil,Teresina,-50.874.608,-428.049.571
116606,Flávio Luiz Schiavoni,Universidade Federal de São João del-Rei - UFSJ,en_US,Published,3,2021,2021-07-07 19:40:02,Brazil,Teresina,-50.874.608,-428.049.571
91414,Vinicius Ponte Machado,Universidade Federal do Piaui - UFPI,en_US,Published,13,2019,2019-03-28 15:59:32,Brazil,Teresina,-50.874.608,-428.049.571
76387,André Macedo Santana,Universidade Federal do Piaui - UFPI,pt_BR,Published,7,2017,2017-09-10 19:32:08,Brazil,Teresina,-50.874.608,-428.049.571
97411,Saulo Popov Zambiasi,Universidade do Sul de Santa Catarina - UniSul,en_US,Published,10,2019,2019-10-15 15:00:37,Brazil,Tubarao,-28.471.488,-49.014.132
62657,Jaqueline A. J. P. Soares,Instituto Federal do Triângulo Mineiro - IFTM,pt_BR,Published,26,2016,2016-03-01 15:28:21,Brazil,Uberaba,-19.750.833,-47.936.666
62657,Eduardo Cassiano Silva,Instituto Federal do Triângulo Mineiro - IFTM,pt_BR,Published,26,2016,2016-03-01 15:28:21,Brazil,Uberaba,-19.750.833,-47.936.666
19730,Luciano Vieira Lima,Universidade Federal de Uberlândia - UFU,pt_BR,Published,26,2011,2011-04-13 17:38:47,Brazil,Uberlandia,-189.188.041,-482.767.837
25515,Adriano de Oliveira Andrade,Universidade Federal de Uberlândia - UFU,pt_BR,Published,20,2012,2012-01-24 21:27:33,Brazil,Uberlandia,-189.188.041,-482.767.837
59336,Diego Nunes Molinos,Universidade Federal de Uberlândia - UFU,pt_BR,Published,24,2015,2015-10-14 14:17:19,Brazil,Uberlandia,-189.188.041,-482.767.837
80598,Jefferson Rodrigo de Souza,Universidade Federal de Uberlândia - UFU,en_US,Published,8,2018,2018-02-26 21:20:46,Brazil,Uberlandia,-189.188.041,-482.767.837
82412,Tiago Ismailer de Carvalho,Universidade Federal de Uberlândia - UFU,en_US,Published,14,2018,2018-04-30 01:04:13,Brazil,Uberlandia,-189.188.041,-482.767.837
49045,Alexsandro Santos Soares,Universidade Federal de Uberlândia - UFU,pt_BR,Published,18,2014,2014-07-22 09:26:43,Brazil,Uberlandia,-189.188.041,-482.767.837
19730,Márcia Aparecida Fernandes,Universidade Federal de Uberlândia - UFU,pt_BR,Published,26,2011,2011-04-13 17:38:47,Brazil,Uberlandia,-189.188.041,-482.767.837
80598,Eduardo Henrique Silva,Universidade Federal de Uberlândia - UFU,en_US,Published,8,2018,2018-02-26 21:20:46,Brazil,Uberlandia,-189.188.041,-482.767.837
19730,Carlos Roberto Lopes,Universidade Federal de Uberlândia - UFU,pt_BR,Published,26,2011,2011-04-13 17:38:47,Brazil,Uberlandia,-189.188.041,-482.767.837
25515,Adriano Alves Pereira,Universidade Federal de Uberlândia - UFU,pt_BR,Published,20,2012,2012-01-24 21:27:33,Brazil,Uberlandia,-189.188.041,-482.767.837
49045,Jamil Salem Barbar,Universidade Federal de Uberlândia - UFU,pt_BR,Published,18,2014,2014-07-22 09:26:43,Brazil,Uberlandia,-189.188.041,-482.767.837
80598,Bruno Augusto Nassif Travençolo,Universidade Federal de Uberlândia - UFU,en_US,Published,8,2018,2018-02-26 21:20:46,Brazil,Uberlandia,-189.188.041,-482.767.837
12669,Ricardo José Ferrari,Universidade Federal de Uberlândia - UFU,pt_BR,Published,18,2010,2010-04-06 23:11:43,Brazil,Uberlandia,-189.188.041,-482.767.837
49045,Tiago Prado Oliveira,Universidade Federal de Uberlândia - UFU,pt_BR,Published,18,2014,2014-07-22 09:26:43,Brazil,Uberlandia,-189.188.041,-482.767.837
82412,Bruno Well Dantas Morais,Universidade Federal de Uberlândia - UFU,en_US,Published,14,2018,2018-04-30 01:04:13,Brazil,Uberlandia,-189.188.041,-482.767.837
